Uniprot_Accession,Gene_Name,Classification,Confidence_Level,Similarity_Score,SMILES
Q00987,MDM2,inhibitor,1,0.4006,CCOC1=C(C=CC(=C1)C(C)(C)C)C2=NC(C(N2C(=O)N3CCN(CC3)CCCS(=O)(=O)C)(C)C4=CC=C(C=C4)Cl)(C)C5=CC=C(C=C5)Cl
P49137,MAPKAPK2,inhibitor,2,0.4006,NC1=NN(C2=CC=CC(C3=CC=C(C=CN4)C4=C3)=C2)C=C1C5=CC=C6C(NCCC6=C5)=O.C
P49841,GSK3B,inhibitor,2,0.4004,CN1C=C(C2=CC(=C(C=C21)I)F)C3=C(C(=O)NC3=O)C4=COC5=C4C=CC=C5OC
P05771,PRKCB,inhibitor,1,0.4003,CN1CCN(CC1)C2=NC3=CC=CC=C3C(=N2)C4=C(C(=O)NC4=O)C5=CNC6=CC=CC=C65
O14757,CHEK1,inhibitor,1,0.4,C1CC2N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N(C1O2)C7=C53)C(=O)NC6=O
O00329,PIK3CD,inhibitor,2,0.4,COCCOCCOCC#CC1=C2C(=CC=C1)N=C(N(C2=O)CC3=CC=CC=C3C(F)(F)F)CN4C5=NC=NC(=C5C(=N4)C6=CC(=CC(=C6)F)O)N
P11802,CDK4,inhibitor,1,0.3999,O=C(N(C)C)C1=CC2=CN=C(NC(C=C3)=CC=C3CS(CCCCCCN=C=S)(=O)=O)N=C2N1C4CCCC4
P29375,KDM5A,inhibitor,2,0.3998,C=CCOC1=C(CNN2C(S)=NN=C2)C=CC=C1OC
O14965,AURKA,inhibitor,1,0.3998,CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC
P49841,GSK3B,inhibitor,2,0.3998,CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC
O00418,EEF2K,inhibitor,2,0.3998,CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC
O14757,CHEK1,inhibitor,1,0.3998,CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC
P06493,CDK1,inhibitor,1,0.3998,CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC
Q9HC98,NEK6,inhibitor,3,0.3998,C[C@@]12[C@@H]([C@@H](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC
Q13153,PAK1,inhibitor,3,0.3998,CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC
Q9H4B4,PLK3,inhibitor,3,0.3998,CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC
Q9HC98,NEK6,inhibitor,3,0.3998,CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC
O15379,HDAC3,inhibitor,1,0.3995,O=C(NC3=CC=C(F)C=C3)CCC2=CN(N=C2)C/C=C/C1=CC=CC=C1
P49841,GSK3B,inhibitor,2,0.3995,CN1C2=CC=C(I)C=C2C(C3=C(C4=COC5=C4C=CC(OC)=C5)C(NC3=O)=O)=C1
P49841,GSK3B,inhibitor,2,0.3995,CN1C=C(C2=C1C=CC(=C2)Br)C3=C(C(=O)NC3=O)C4=COC5=C4C=CC(=C5)CO
Q96EB6,SIRT1,inhibitor,3,0.3995,C[C@@]12C([C@H](COC(C)=O)C[C@@H]2C(C)=C)CC[C@]3(C)[C@]4(C)CC[C@]5([H])C(C)(C)[C@@H](O[C@H]6[C@@H](O)[C@@H](O)[C@@H](O)[C@@H](CO)O6)CC[C@]5(C)[C@]4([H])CC[C@@]31[H]
O00329,PIK3CD,inhibitor,2,0.3995,OC(C)(C)C1CCN(CC2=NN3C(N=C(C4=C5C=CNC5=CC=C4)C=C3N6CCOCC6)=C2)CC1
Q96EB6,SIRT1,inhibitor,3,0.3994,O=C(C(CC1=CC=CC=C1)NC(C2=CC=C(OC(F)F)C=C2)=O)N(CC3)CCN3C4=NC5=CC=CC=C5SC6=C4C=CC=C6
O00329,PIK3CD,inhibitor,2,0.3994,OC(C(CN1CCC(N(C)C)CC1)=C2)=CC=C2C3=CNC4=NC=NC(N[C@@H](C)C(N5C6=CC=CC=C6)=NN7C=CC(C)=C7C5=O)=C43
,tubulin,activator,1,0.3993,CC1C(OC(=O)C(C1O)C)CC(C=CC(C)C(C(C)C=C(C)CC(C)C(C(C)C(C(C)C=CC=C)OC(=O)N)O)O)O
P10415,BCL2,inhibitor,1,0.3992,O=C(NS(=O)(C1=CC=C(NC[C@@H]2OCCOC2)C([N+]([O-])=O)=C1)=O)C3=CC=C(N4CCN(CC(CC5)=C(C6=CC=C(Cl)C=C6)CC75CCC7)CC4)C=C3OC8=CN=C(NC=C9)C9=C8
P33527,ABCC1,inhibitor,2,0.3992,O[C@@H]([C@@H](N1C2)C[C@H]2[C@H](C1)C=C)C3=C(C=C(OC)C=C4)C4=NC=C3
,tubulin,activator,1,0.3992,CN1C2=C(C=CC=C2OC)C(=C1C(=O)C3=CC(=C(C(=C3)OC)OC)OC)N
P05771,PRKCB,inhibitor,1,0.3991,O=C(C(C1=NN(CCCN(C)C)C2=C1C=CC=C2)=C3C4=CN(C5=CC=C6C=CC=CC6=C5)C7=C4C=CC=C7)NC3=O
O00329,PIK3CD,inhibitor,2,0.3991,CN(C(COC)=O)C(C1)CCN1CC2=CC3=NC(C4=CC=CC5=C4C=CN5)=NC(N6CCOCC6)=C3S2
P49841,GSK3B,inhibitor,2,0.399,C1=CC=C(C=C1)S(=O)(=O)NC2=CC(=C(C=C2)NS(=O)(=O)C3=CC=CC=C3)[N+](=O)[O-]
P10415,BCL2,inhibitor,1,0.399,ClC1=CC=C(C=C1)C(CC2(C)C)=C(CC2)CN3CCN(CC3)C(C=C4OC5=C(F)C(F)=C(NC=C6)C6=C5)=CC=C4C(NS(=O)(C7=NN8C(N=C(C)C=C8C)=N7)=O)=O
Q00535,CDK5,inhibitor,3,0.399,ClC1=CC=C(C(C2=C(O)C(N(CCC3=CNC4=C3C=CC=C4)C2C5=CN=CC=C5)=O)=O)C=C1
P30291,WEE1,inhibitor,1,0.399,O=C1NC(C2=C1C3=C(C=C2C4=C(Cl)C=CC=C4)N(C)C5=CC(OCCCN6CCCC6)=C(O)C=C53)=O
O14757,CHEK1,inhibitor,1,0.3989,CCC1(OC2C(OC(C2O1)COC(=O)C)CC=CC3=C(C(=O)NC3=O)C4=CNC5=C4C=C(C=C5)O[Si](C)(C)C(C)(C)C)CC
P49841,GSK3B,inhibitor,2,0.3988,O=C1C2=C(NC3=C2C=C(O)C=C3)C(C4=CC=CC=C41)=O
O00418,EEF2K,inhibitor,2,0.3988,C1CC1(S(=O)(=O)C2=CC=C(C=C2)Cl)S(=O)(=O)C3=CC=C(C=C3)Cl
P53350,PLK1,inhibitor,1,0.3988,C1=CC(=C(C(=O)C2=C1C(=C(C(=C2O)O)O)Br)O)Br
O00418,EEF2K,inhibitor,2,0.3988,ClC1=CC=C(S(C2(S(C3=CC=C(Cl)C=C3)(=O)=O)CC2)(=O)=O)C=C1
P61073,CXCR4,inhibitor,2,0.3987,COC1=CC=CC=C1NCC2=CN=C(CNC3=CC=CC=C3OC)C=C2
P36956,SREBF1,inhibitor,2,0.3986,O=C(NCCNC(CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)C1=CN=CC=C1
Q12772,SREBF2,inhibitor,2,0.3986,O=C(NCCNC(CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)C1=CN=CC=C1
P33527,ABCC1,inhibitor,2,0.3985,CC(C)(C)NC(=O)[C@@H]1CN(CCN1C[C@H](C[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H]3[C@@H](CC4=CC=CC=C34)O)O)CC5=CN=CC=C5
P11388,TOP2A,inhibitor,1,0.3985,CN1C2=CC=CC=C2C3=C1C=C(C=C[N+](C)=C4)C4=C3C.[I-]
P49841,GSK3B,inhibitor,2,0.3984,O=C(C(C1=CN(CCN2C=CN=C2)C3=C1C=CC=C3)=C4C5=NOC6=C5C=CC=C6)NC4=O
P49841,GSK3B,inhibitor,2,0.3982,C1=CC=C2C(=C1)C(=CN2)CCN3C(C(=C(C4=CC=C(C=C4)Cl)O)C(=O)C3=O)C5=CN=CC=C5
P49840,GSK3A,inhibitor,2,0.3981,COC1=CC=C(C=C1)CNC(=O)NC2=NC=C(S2)[N+](=O)[O-]
P49841,GSK3B,inhibitor,2,0.3981,COC1=CC=C(C=C1)CNC(=O)NC2=NC=C(S2)[N+](=O)[O-]
O00329,PIK3CD,inhibitor,2,0.3981,O=C1N([C@H]([C@H](OC1(C)C)C)C)C2=C(C#N)C=CC(C3=CC(C(F)(F)F)=C4N3N=CN=C4N)=C2
P49137,MAPKAPK2,inhibitor,2,0.3981,FC(C=CC=C1)=C1C2=CC(C(NC(C3(CCN(C)CC3)CN4)=C5C4=O)=C5CC6)=C6C=N2
Q9HC98,NEK6,inhibitor,3,0.3981,COC1=CC=C(C=C1)CNC(=O)NC2=NC=C(S2)[N+](=O)[O-]
P33527,ABCC1,inhibitor,2,0.398,C[C@@H]1CCC[C@H](/C=C/C(=O)O[C@]23[C@@H](/C=C/C1)[C@@H](C(=C)[C@H]([C@H]2[C@@H](NC3=O)CC4=CC=CC=C4)C)O)O
Q14191,WRN,inhibitor,2,0.3979,O=C(N1COC(CC)=O)C=CC1=O
O14757,CHEK1,inhibitor,1,0.3978,C1CNC(=O)C2=C(C1=C3C(=O)NC(=N3)N)C(=C(N2)Br)Br
,tubulin,activator,1,0.3978,COC1=CC=C(C=C1)C2C(OCO2)C3=CC(=C(C(=C3)OC)OC)OC
P37231,PPARG,activator,2,0.3976,C[C@@]([C@@]12C)(C[C@H](O[C@]([C@@H]([C@@H](O)[C@@H]3O)O)([H])O[C@@H]3CO)[C@@]4([H])C5(C)C)[C@@](C[C@@H](O)[C@]1([H])[C@]([C@@](C)(O)CC/C=C(C)/C)([H])CC2)([H])[C@]4(CC[C@@H]5O)C
P49841,GSK3B,inhibitor,2,0.3976,CN1C=C(C2=CC=CC(=C21)CO)C3=C(C(=O)NC3=O)C4=COC5=CC=CC=C54
O00329,PIK3CD,inhibitor,2,0.3976,O=C1N(C2=NC(NC3=NC(C)=C(C4=CC(C5)=C(C(S(=O)(C)=O)=C4)C(N5[C@H](C6CC6)C)=O)S3)=CC=C2)CCC1
P10415,BCL2,inhibitor,1,0.3976,O=C(NS(=O)(C1=CC=C(NC[C@H]2CC[C@H](OC)CC2)C([N+]([O-])=O)=C1)=O)C3=CC=C(N4CCN(CC5=C(C6=CC=C(Cl)C=C6)CC(C)(C)CC5)CC4)C=C3OC7=CN=C(NC=C8)C8=C7
P14174,MIF,inhibitor,2,0.3976,OC1=C(O)C=CC(C2=CN=C3N2C=CC=C3)=C1
Q13153,PAK1,allosteric regulator,3,0.3976,C1=CC=C2C(=C1)C(=CC=C2O)O
O75914,PAK3,inhibitor,3,0.3976,OC1=CC=C(O)C2=CC=CC=C21
O14757,CHEK1,inhibitor,1,0.3975,C1=CC2=C(C=C1O)C3=C(N2)C(=CC4=C3C(=O)NC4=O)CC5C(C(C(O5)CO)O)O
Q96EB6,SIRT1,inhibitor,3,0.3975,CN1C2=CC=CC=C2C(/C=N/OCC3=CN(C(C4=CC=C(F)C=C4)=O)N=N3)=C1C(OCC)=O
Q96EB6,SIRT1,inhibitor,3,0.3975,O=C1C(Cl)=C(CC(OCCO)=O)CC1C/C=C/CC
O60885,BRD4,inhibitor,1,0.3975,CC1=NOC(C)=C1C2=CCC3C4=C2O[C@H](C5=NC=CC=C5)CN4C(N3)=O
Q06124,PTPN11,inhibitor,3,0.3973,NC1=C(NC3CCNCC3)N=CC(C2=CC=CN=C2)=C1
Q06124,PTPN11,inhibitor,3,0.3973,NC1=C(NC2CCNCC2)N=CC(C3=CC=CN=C3)=C1
P49841,GSK3B,inhibitor,2,0.3973,CN1C=C(C2=CC=CC(=C21)COC)C3=C(C(=O)NC3=O)C4=COC5=CC=CC=C54
P04637,TP53,inhibitor,1,0.3972,O=C1[C@@H](CC(O)=O)C[C@H](C2=CC(Cl)=CC=C2)[C@@H](C3=CC=C(Cl)C=C3)N1[C@@H](CC)C(OC(C)(C)C)=O
Q00987,MDM2,inhibitor,1,0.3972,O=C1[C@@H](CC(O)=O)C[C@H](C2=CC(Cl)=CC=C2)[C@@H](C3=CC=C(Cl)C=C3)N1[C@@H](CC)C(OC(C)(C)C)=O
P49137,MAPKAPK2,inhibitor,2,0.3972,O=C(NCC12CNCCC1)C3=C2NC(C4=CC=NC(NC(C5=CC=C(F)C=C5)=O)=C4)=C3
P52732,KIF11,inhibitor,1,0.3972,CC(N1N=C(C2=CC(F)=CC=C2F)S[C@]([C@H](CCN)CO3)1C4=C3C=C(F)C(F)=C4)=O
P37231,PPARG,activator,2,0.3971,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)CO
P36956,SREBF1,inhibitor,2,0.3971,CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)CO
P61073,CXCR4,inhibitor,2,0.3969,N([C@H]1CCCC2=C1N=CC=C2)(C[C@@H]3NCC4=C(C=CC=C4)C3)C/C=C/CNC5CCOCC5
,tubulin,inhibitor,1,0.3969,O=C(/C=C/C1=C(OC)C(OC)=C(OC)C=C1)NCC2=CC3=C(NC4=C3C=CC=C4)C=N2
P29375,KDM5A,inhibitor,2,0.3968,O=C1NC(C(F)(F)F)=NC2=CN=CC=C21
Q00535,CDK5,inhibitor,3,0.3968,NC1=NNC2=NC3=CC=CC=C3N=C21
Q00535,CDK5,inhibitor,3,0.3967,O=C(NC1=O)C2=C1C(C(C=C(O)C=C3)=C3N4[C@@H]5O[C@H](CO)[C@@H](OC)[C@H](O)[C@H]5O)=C4C6=C2C7=C(C=CC(O)=C7)N6
Q8IXJ6,SIRT2,inhibitor,1,0.3966,CN1C2=CC=CC=C2C(/C=N/OCC3=CN(CC4=CC=C(OC)C=C4)N=N3)=C1C(OCC)=O
P53350,PLK1,inhibitor,1,0.3966,CC1=CC=CC=C1C(=O)ON=C2C=C(C(=O)C=C2C)C
P53350,PLK1,inhibitor,1,0.3966,CC1=CC=CC=C1C(=O)O/N=C\2/C=C(C(=O)C=C2C)C
Q96GD4,AURKB,inhibitor,1,0.3965,CCN1C2=C(C=C3C(=C2)C4=C(N3)C5=NNC(=C5CCC4)C)C(C1=O)(C)C
P10415,BCL2,inhibitor,1,0.3964,ClC1=CC=C(C=C1)C2=C(CN3CCN(CC3)C4=CC=C(C(NS(=O)(C5=CC=C(NCCCCCCCC(NO)=O)C([N+]([O-])=O)=C5)=O)=O)C(OC6=CC7=C(N=C6)NC=C7)=C4)CCC(C2)(C)C
P10415,BCL2,inhibitor,1,0.3964,O=C(NS(=O)(C1=CC=C(NCCCCCC(NO)=O)C([N+]([O-])=O)=C1)=O)C2=CC=C(N3CCN(CC4=C(C5=CC=C(Cl)C=C5)CC(C)(C)CC4)CC3)C=C2OC6=CN=C(NC=C7)C7=C6
P10415,BCL2,inhibitor,1,0.3964,O=C(NS(=O)(C1=CC=C(NCCCCCCCC(NO)=O)C([N+]([O-])=O)=C1)=O)C2=CC=C(N3CCN(CC4=C(C5=CC=C(Cl)C=C5)CC(C)(C)CC4)CC3)C=C2OC6=CN=C(NC=C7)C7=C6
P11802,CDK4,inhibitor,1,0.3964,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5
P11802,CDK4,inhibitor,1,0.3964,O=C(N(CC1CCCC1)CC2=NCC(NCC3=NC=C(N4CCNCC4)C=C3)=NC=C25)C(C(C)=O)=C5C
P11802,CDK4,inhibitor,1,0.3964,O=C(N(C)C)C1=CC2=C(N1C3CCCC3)N=C(NC4=CC=C(N5CCNCC5)C=N4)N=C2
Q00534,CDK6,inhibitor,1,0.3964,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5
Q00534,CDK6,inhibitor,1,0.3964,O=C(N(CC1CCCC1)CC2=NCC(NCC3=NC=C(N4CCNCC4)C=C3)=NC=C25)C(C(C)=O)=C5C
Q00534,CDK6,inhibitor,1,0.3964,O=C(N(C)C)C1=CC2=C(N1C3CCCC3)N=C(NC4=CC=C(N5CCNCC5)C=N4)N=C2
O60885,BRD4,inhibitor,1,0.3964,O=C1C2C(N=C(CSC3=NN4C(N=C(C)C(CCCC)=C4C)=N3)N2CC)N(CCCC)C(C1)=O
P42345,MTOR,inhibitor,2,0.3963,COC1=CC(=O)C=C(C1=O)OC
O14757,CHEK1,inhibitor,1,0.3963,C1=CC=C(C(=C1)NC(=O)NC2=NC=CN=C2)OCCCN
P61073,CXCR4,inhibitor,2,0.3963,[C@@H]1(CC2=C(CN1)C=CC=C2)CN([C@@H]3C4=NC=CC=C4CCC3)CCCCNCC5=CC=CC=N5
Q96EB6,SIRT1,inhibitor,3,0.3962,CN1C2=CC=C(F)C=C2C(/C=N/OCC3=CN(CC4=CC=C(OC)C=C4)N=N3)=C1C(OCC)=O
Q96EB6,SIRT1,inhibitor,3,0.3962,O=C(C(N1C)=C(/C=N/OCC2=CN(CC3=CC=C(OC)C=C3)N=N2)C4=C1C=CC(F)=C4)OCC
P68400,CSNK2A1,inhibitor,2,0.3962,O=C1OC2=C(Br)C(O)=CC=C2C3=C1C=C(O)C=C3
P19784,CSNK2A2,inhibitor,2,0.3962,O=C1OC2=C(Br)C(O)=CC=C2C3=C1C=C(O)C=C3
P67870,CSNK2B,inhibitor,2,0.3962,O=C1OC2=C(Br)C(O)=CC=C2C3=C1C=C(O)C=C3
P61073,CXCR4,inhibitor,2,0.3962,FC1=CN=C(NCC2=CC=C(CNC3=NC=C(F)C=N3)C=C2)N=C1
P11388,TOP2A,inhibitor,1,0.3962,O=C1OC[C@H]2[C@H]1[C@H](C3=CC(OC)=C(O)C(OC)=C3)C4=CC5=C(OCO5)C=C4[C@H]2NC(CN6CCN(C(CCCC7=CC=C(C(CCCl)CCCl)C=C7)=O)CC6)=O
O00329,PIK3CD,inhibitor,2,0.3961,CC(C)OC1=C(C=C(C=C1)C2=NN(C3=NC=NC(=C23)N)C(C)C4=C(C(=O)C5=C(O4)C=CC(=C5)F)C6=CC(=CC=C6)F)F
O00329,PIK3CD,inhibitor,2,0.3961,O=C1N(CCN(C(C)=O)C1(C)C)C2=C(C#N)C=CC(C3=CC(C(F)(F)F)=C4N3N=CN=C4N)=C2
O00329,PIK3CD,inhibitor,2,0.3961,O=C1C(C2=CC=CC(F)=C2)=C([C@@H](N3N=C(C4=CC=C(OC(C)C)C(F)=C4)C5=C(N)N=CN=C53)C)OC6=CC=C(F)C=C16
P52732,KIF11,inhibitor,1,0.3961,CC12CCC3C(C1CCC4C2(C5=C(C4)C6=CC=CC=C6N5)C)(C(CC(O3)C(C)(C)O)O)C
P30291,WEE1,inhibitor,1,0.396,O=C1NC(C2=C1C3=C(C=C2C4=C(Cl)C=CC=C4)N(CCO)C5=CC(CCCCN6CCOCC6)=C(O)C=C53)=O
O15379,HDAC3,inhibitor,1,0.3959,NC1=C(NC(C2=CC=C(CNC(OCC3=CC=CN=C3)=O)C=C2)=O)C=CC=C1
P43405,SYK,inhibitor,2,0.3959,O=C([C@@H]1NC(OC)=O)NC2=C(C(C1)(C)C)C=CC(NC(N=C3NCC(F)F)=NC4=C3OC=C4)=C2
Q13153,PAK1,inhibitor,3,0.3959,CN(CCCNC(C1=CC2=C(C3=CC(C)=CC=C3NC2=O)S1)=O)CC4=CC=CC=C4
P49841,GSK3B,inhibitor,2,0.3958,CN1C=C(C2=CC3=C(C=C21)OCO3)C4=C(C(=O)NC4=O)C5=COC6=C5C=C(C=C6)F
P10415,BCL2,inhibitor,1,0.3958,O=C(NS(=O)(C1=CC=C(NCCCCCCC(NO)=O)C([N+]([O-])=O)=C1)=O)C2=CC=C(N3CCN(CC4=C(C5=CC=C(Cl)C=C5)CC(C)(C)CC4)CC3)C=C2OC6=CN=C(NC=C7)C7=C6
P52732,KIF11,inhibitor,1,0.3958,CC1=NC=CC2=C1NC3=CC=CC=C23
P11388,TOP2A,inhibitor,1,0.3958,CN1C2=C(C=CC=C2)C3=C1C(C4=CC(F)=C(F)C(F)=C4)=NC(CNC(SC)=S)=C3
P33981,TTK,inhibitor,1,0.3956,O=C(NC1CCN(C)CC1)C2=CC=C(NC3=NC(C(N(C)N=C4C(NC5=C(CC)C=CC=C5CC)=O)=C4CC6)=C6C=N3)C(OC(F)(F)F)=C2
P33981,TTK,inhibitor,1,0.3956,CN1CCC(NC(C2=CC=C(NC3=NC(C(N(C)N=C4C(NC5=C(CC)C=CC=C5CC)=O)=C4CC6)=C6C=N3)C(OC(F)(F)F)=C2)=O)CC1
P49841,GSK3B,inhibitor,2,0.3954,O=C(C(C1=CNC2=C1C=C(Cl)C(OC)=C2)=C3C4=COC5=C4C=CC=C5)NC3=O
P10415,BCL2,inhibitor,1,0.3954,CC1=C(C(=C(N1C(C)C)C2=CC=C(C=C2)Cl)C3=CC(=CC(=C3)F)N4CCN(CC4)C5=CC=C(C=C5)NS(=O)(=O)C6=CC(=C(C=C6)N[C@H](CCN7CCC(CC7)C(=O)OCCCP(=O)(O)O)CSC8=CC=CC=C8)S(=O)(=O)C(F)(F)F)S(=O)(=O)C
P56524,HDAC4,inhibitor,2,0.3953,O=C(C1=CN=C(N2CCC(CNCC3=CN(C)C4=C3C=CC=C4)CC2)N=C1)NO
O14757,CHEK1,inhibitor,1,0.3951,C1CNC(=O)C2=C(C1=C3C(=O)NC(=N3)N)C=C(N2)Br
Q96EB6,SIRT1,inhibitor,3,0.395,CN1C2=CC=C(F)C=C2C(/C=N/OCC3=CN(CC4=CC=CC=C4F)N=N3)=C1C(OCC)=O
Q96EB6,SIRT1,inhibitor,3,0.395,O=C(C(N1C)=C(/C=N/OCC2=CN(CC3=CC=CC=C3F)N=N2)C4=C1C=CC(F)=C4)OCC
O00329,PIK3CD,inhibitor,2,0.395,O=S1(N(C2=C(C)C=CC=C2C)C(CN3N=C(C4=CC5=C(NC=C5)C=C4)C6=C(N)N=CN=C63)=NC7=CC=CC=C71)=O
Q15131,CDK10,inhibitor,3,0.395,CC(=O)NC1CCCC(C1)C(=O)NC2=NC=C(C(=C2)C3=C4CC(CN4N=C3)(C)C)Cl
Q9NYY3,PLK2,inhibitor,1,0.395,CN1CCC(CC1)NC(=O)C2=CC(=C(C=C2F)NC3=NC=C4C(=N3)N(CC(C(=O)N4C)(F)F)C5CCCC5)OC
P53350,PLK1,inhibitor,1,0.395,CN1CCC(CC1)NC(=O)C2=CC(=C(C=C2F)NC3=NC=C4C(=N3)N(CC(C(=O)N4C)(F)F)C5CCCC5)OC
P53350,PLK1,inhibitor,1,0.395,CN1CCC(CC1)NC(=O)C2=CC(=C(C=C2F)NC3=NC=C4C(=N3)N(CC(C(=O)N4C)(F)F)C5CCCC5)OC.Cl
P49841,GSK3B,inhibitor,2,0.3949,COC1=CC2=C(C=C1)C3=C(N2)C(=O)C4=CC=CC=C4C3=O
O14757,CHEK1,inhibitor,1,0.3949,O=C(/C(S/1)=C2N(C3=CC=CC=C3)N=C(C4=CC=CC=C4)S\2)N(C5=CC=CC=C5)C1=N\C6=NC(C7=CC=CC=C7)=CC(C8=CC=CC=C8)=C6C#N
Q14191,WRN,inhibitor,2,0.3948,COC1=CC=CC=C1NC2=CC3=CC(=CC(=C3C=C2)O)S(=O)(=O)O
Q14680,MELK,inhibitor,1,0.3947,NCC1=CC=C(OCC#CC2=CC(C=NC=C3)=C3C=C2)C=C1OCC
P61073,CXCR4,inhibitor,2,0.3947,NCCCCN([C@H]1CCCC2=C1N=CC=C2)C[C@H]3CC4=CC=CC=C4CN3
P61073,CXCR4,inhibitor,2,0.3947,C1CC(C2=C(C1)C=CC=N2)N(CCCCN)CC3CC4=CC=CC=C4CN3
P30291,WEE1,inhibitor,1,0.3947,O=C1NC(C2=C1C3=C(C=C2C4=C(Cl)C=CC=C4)N(CCO)C5=CC(OCCCN6CCOCC6)=C(O)C=C53)=O
P68400,CSNK2A1,inhibitor,2,0.3945,C1=CC(=C(C2=C1C(=O)C3=C(C=CC(=C3C2=O)O)O)O)O
P19784,CSNK2A2,inhibitor,2,0.3945,C1=CC(=C(C2=C1C(=O)C3=C(C=CC(=C3C2=O)O)O)O)O
P67870,CSNK2B,inhibitor,2,0.3945,C1=CC(=C(C2=C1C(=O)C3=C(C=CC(=C3C2=O)O)O)O)O
Q09472,EP300,inhibitor,1,0.3945,O=C(O)C1=C(C)C(C2=C(O)C(OC)=C(OC)C=C2)=C(N)C(C3=NC(C(C(N)=C(OC)C4=O)=O)=C4C=C3)=N1
,tubulin,inhibitor,1,0.3945,COC=C(C1=CC(=C(C=C1)OC)F)C2=CC(=C(C(=C2)OC)OC)OC
P11388,TOP2A,inhibitor,1,0.3945,O=C1OC[C@H]2[C@H]1[C@H](C3=CC(OC)=C(O)C(OC)=C3)C4=CC5=C(OCO5)C=C4[C@H]2NC(CN6CCN(CCCCCCCCN7CCN(CC(C[C@@H]8C(C=C(OCO9)C9=C%10)=C%10[C@@H](C%11=CC(OC)=C(O)C(OC)=C%11)[C@@H]%12[C@@H]8COC%12=O)=O)CC7)CC6)=O
P61073,CXCR4,inhibitor,2,0.3944,C1(CNCC2=NC=CC=C2)=CC=C(CN(CCNCC3)CCNCCC4=CC3=CC=C4)C=C1
P33527,ABCC1,inhibitor,2,0.3944,FC1=CC=C(C=C1F)CCN(CC2)CCN2C3=NC=NC4=C3N(C5=C4C(C(N)=O)=CC=C5)CC(OCC)=O
,tubulin,activator,1,0.3944,CC1=C2C3C(C4(CCC5C(C4C(C(C2(C)C)(CC1OC(=O)C(C(C6=C(C=CC=N6)F)NC(=O)OC(C)(C)C)O)O)OC(=O)C7=CC=CC=C7)(CO5)OC(=O)C)C)OC(O3)CN(C)C
P42345,MTOR,inhibitor,2,0.3943,C1COCC[N+]1(COC(=O)CCC(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(CO)C(=O)[O-])C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CC=C4
P10415,BCL2,inhibitor,1,0.3943,CC1(CCC(=C(C1)C2=CC=C(C=C2)Cl)CN3CCN(CC3)C4=CC(=C(C=C4)C(=O)NS(=O)(=O)C5=CC(=C(C=C5)NCC6CCOCC6)[N+](=O)[O-])OC7=CN=C8C(=C7)C=CN8)C
P10415,BCL2,inhibitor,1,0.3943,O=C(NS(=O)(C1=CC=C(NCC2CCOCC2)C([N+]([O-])=O)=C1)=O)C3=CC=C(N4CCN(CC5=C(C6=CC=C(Cl)C=C6)CC(C)(C)CC5)CC4)C=C3OC7=CN=C(NC=C8)C8=C7
Q07812,BAX,inhibitor,3,0.3943,CC1(CCC(=C(C1)C2=CC=C(C=C2)Cl)CN3CCN(CC3)C4=CC(=C(C=C4)C(=O)NS(=O)(=O)C5=CC(=C(C=C5)NCC6CCOCC6)[N+](=O)[O-])OC7=CN=C8C(=C7)C=CN8)C
